index,smiles,name,opsin_smiles,std_original,std_opsin
28063,CC1=NC(OC=O)=CO1,"(2-methyl-1,3-oxazol-4-yl)formate",CC=1OC=C(N1)C(=O)[O-],Cc1nc(OC=O)co1,Cc1nc(C(=O)O)co1
28069,NC1=CC(OC=N)=CN1,(5-amino-1H-pyrrol-3-yl)methanimidate,NC1=CC(=CN1)C([O-])=N,N=COc1c[nH]c(N)c1,NC(=O)c1c[nH]c(N)c1
28070,NC1=CC(OC=N)=CO1,(5-aminofuran-3-yl)methanimidate,NC1=CC(=CO1)C([O-])=N,N=COc1coc(N)c1,NC(=O)c1coc(N)c1
28071,NC1=CC(OC=O)=CN1,(5-amino-1H-pyrrol-3-yl)formate,NC1=CC(=CN1)C(=O)[O-],Nc1cc(OC=O)c[nH]1,Nc1cc(C(=O)O)c[nH]1
28072,NC1=CC(OC=O)=CO1,(5-aminofuran-3-yl)formate,NC1=CC(=CO1)C(=O)[O-],Nc1cc(OC=O)co1,Nc1cc(C(=O)O)co1
28077,NC1=NC(OC=N)=CN1,(2-amino-1H-imidazol-4-yl)methanimidate,NC=1NC=C(N1)C([O-])=N,N=COc1c[nH]c(N)n1,NC(=O)c1c[nH]c(N)n1
28078,NC1=NC(OC=N)=CO1,"(2-amino-1,3-oxazol-4-yl)methanimidate",NC=1OC=C(N1)C([O-])=N,N=COc1coc(N)n1,NC(=O)c1coc(N)n1
28079,NC1=NC(OC=O)=CN1,(2-amino-1H-imidazol-4-yl)formate,NC=1NC=C(N1)C(=O)[O-],Nc1nc(OC=O)c[nH]1,Nc1nc(C(=O)O)c[nH]1
28080,NC1=NC(OC=O)=CO1,"(2-amino-1,3-oxazol-4-yl)formate",NC=1OC=C(N1)C(=O)[O-],Nc1nc(OC=O)co1,Nc1nc(C(=O)O)co1
28084,OC1=CC(OC=N)=CN1,(5-hydroxy-1H-pyrrol-3-yl)methanimidate,OC1=CC(=CN1)C([O-])=N,N=COc1c[nH]c(O)c1,NC(=O)c1c[nH]c(O)c1
28085,OC1=CC(OC=O)=CN1,(5-hydroxy-1H-pyrrol-3-yl)formate,OC1=CC(=CN1)C(=O)[O-],O=COc1c[nH]c(O)c1,O=C(O)c1c[nH]c(O)c1
28089,OC1=NC(OC=N)=CN1,(2-hydroxy-1H-imidazol-4-yl)methanimidate,OC=1NC=C(N1)C([O-])=N,N=COc1c[nH]c(=O)[nH]1,NC(=O)c1c[nH]c(=O)[nH]1
28090,OC1=NC(OC=O)=CN1,(2-hydroxy-1H-imidazol-4-yl)formate,OC=1NC=C(N1)C(=O)[O-],O=COc1c[nH]c(=O)[nH]1,O=C(O)c1c[nH]c(=O)[nH]1
28700,CC1=CC=C(N1)OC=N,(5-methyl-1H-pyrrol-2-yl)methanimidate,CC1=CC=C(N1)C([O-])=N,Cc1ccc(OC=N)[nH]1,Cc1ccc(C(N)=O)[nH]1
28701,CC1=CC=C(N1)OC=O,(5-methyl-1H-pyrrol-2-yl)formate,CC1=CC=C(N1)C(=O)[O-],Cc1ccc(OC=O)[nH]1,Cc1ccc(C(=O)O)[nH]1
28705,CC1=CC=C(OC=N)O1,(5-methylfuran-2-yl)methanimidate,CC1=CC=C(O1)C([O-])=N,Cc1ccc(OC=N)o1,Cc1ccc(C(N)=O)o1
28706,CC1=CC=C(OC=O)O1,(5-methylfuran-2-yl)formate,CC1=CC=C(O1)C(=O)[O-],Cc1ccc(OC=O)o1,Cc1ccc(C(=O)O)o1
28709,CC1=CN=C(N1)OC=N,(5-methyl-1H-imidazol-2-yl)methanimidate,CC1=CN=C(N1)C([O-])=N,Cc1c[nH]c(OC=N)n1,Cc1c[nH]c(C(N)=O)n1
28710,CC1=CN=C(N1)OC=O,(5-methyl-1H-imidazol-2-yl)formate,CC1=CN=C(N1)C(=O)[O-],Cc1c[nH]c(OC=O)n1,Cc1c[nH]c(C(=O)O)n1
28714,CC1=CN=C(OC=N)O1,"(5-methyl-1,3-oxazol-2-yl)methanimidate",CC1=CN=C(O1)C([O-])=N,Cc1cnc(OC=N)o1,Cc1cnc(C(N)=O)o1
28715,CC1=CN=C(OC=O)O1,"(5-methyl-1,3-oxazol-2-yl)formate",CC1=CN=C(O1)C(=O)[O-],Cc1cnc(OC=O)o1,Cc1cnc(C(=O)O)o1
28718,CC1=NC=C(N1)OC=N,(2-methyl-1H-imidazol-5-yl)methanimidate,CC=1NC(=CN1)C([O-])=N,Cc1nc(OC=N)c[nH]1,Cc1nc(C(N)=O)c[nH]1
28719,CC1=NC=C(N1)OC=O,(2-methyl-1H-imidazol-5-yl)formate,CC=1NC(=CN1)C(=O)[O-],Cc1nc(OC=O)c[nH]1,Cc1nc(C(=O)O)c[nH]1
28723,CC1=NC=C(OC=N)O1,"(2-methyl-1,3-oxazol-5-yl)methanimidate",CC=1OC(=CN1)C([O-])=N,Cc1ncc(OC=N)o1,Cc1ncc(C(N)=O)o1
28724,CC1=NC=C(OC=O)O1,"(2-methyl-1,3-oxazol-5-yl)formate",CC=1OC(=CN1)C(=O)[O-],Cc1ncc(OC=O)o1,Cc1ncc(C(=O)O)o1
28727,NC1=CC=C(N1)OC=N,(5-amino-1H-pyrrol-2-yl)methanimidate,NC1=CC=C(N1)C([O-])=N,N=COc1ccc(N)[nH]1,NC(=O)c1ccc(N)[nH]1
28728,NC1=CC=C(N1)OC=O,(5-amino-1H-pyrrol-2-yl)formate,NC1=CC=C(N1)C(=O)[O-],Nc1ccc(OC=O)[nH]1,Nc1ccc(C(=O)O)[nH]1
28732,NC1=CC=C(OC=N)O1,(5-aminofuran-2-yl)methanimidate,NC1=CC=C(O1)C([O-])=N,N=COc1ccc(N)o1,NC(=O)c1ccc(N)o1
28733,NC1=CC=C(OC=O)O1,(5-aminofuran-2-yl)formate,NC1=CC=C(O1)C(=O)[O-],Nc1ccc(OC=O)o1,Nc1ccc(C(=O)O)o1
28735,NC1=CN=C(N1)OC=N,(5-amino-1H-imidazol-2-yl)methanimidate,NC1=CN=C(N1)C([O-])=N,N=COc1nc(N)c[nH]1,NC(=O)c1nc(N)c[nH]1
28736,NC1=CN=C(N1)OC=O,(5-amino-1H-imidazol-2-yl)formate,NC1=CN=C(N1)C(=O)[O-],Nc1c[nH]c(OC=O)n1,Nc1c[nH]c(C(=O)O)n1
28740,NC1=CN=C(OC=N)O1,"(5-amino-1,3-oxazol-2-yl)methanimidate",NC1=CN=C(O1)C([O-])=N,N=COc1ncc(N)o1,NC(=O)c1ncc(N)o1
28741,NC1=CN=C(OC=O)O1,"(5-amino-1,3-oxazol-2-yl)formate",NC1=CN=C(O1)C(=O)[O-],Nc1cnc(OC=O)o1,Nc1cnc(C(=O)O)o1
28745,NC1=NC=C(OC=N)O1,"(2-amino-1,3-oxazol-5-yl)methanimidate",NC=1OC(=CN1)C([O-])=N,N=COc1cnc(N)o1,NC(=O)c1cnc(N)o1
28746,NC1=NC=C(OC=O)O1,"(2-amino-1,3-oxazol-5-yl)formate",NC=1OC(=CN1)C(=O)[O-],Nc1ncc(OC=O)o1,Nc1ncc(C(=O)O)o1
28748,OC1=CC=C(N1)OC=N,(5-hydroxy-1H-pyrrol-2-yl)methanimidate,OC1=CC=C(N1)C([O-])=N,N=COc1ccc(O)[nH]1,NC(=O)c1ccc(O)[nH]1
28749,OC1=CC=C(N1)OC=O,(5-hydroxy-1H-pyrrol-2-yl)formate,OC1=CC=C(N1)C(=O)[O-],O=COc1ccc(O)[nH]1,O=C(O)c1ccc(O)[nH]1
28752,OC1=CN=C(N1)OC=N,(5-hydroxy-1H-imidazol-2-yl)methanimidate,OC1=CN=C(N1)C([O-])=N,N=COc1nc(O)c[nH]1,NC(=O)c1nc(O)c[nH]1
28755,OC1=NC=C(N1)OC=N,(2-hydroxy-1H-imidazol-5-yl)methanimidate,OC=1NC(=CN1)C([O-])=N,N=COc1c[nH]c(=O)[nH]1,NC(=O)c1c[nH]c(=O)[nH]1
28756,OC1=NC=C(N1)OC=O,(2-hydroxy-1H-imidazol-5-yl)formate,OC=1NC(=CN1)C(=O)[O-],O=COc1c[nH]c(=O)[nH]1,O=C(O)c1c[nH]c(=O)[nH]1
28760,OC1=NC=C(OC=N)O1,"(2-hydroxy-1,3-oxazol-5-yl)methanimidate",OC=1OC(=CN1)C([O-])=N,N=COc1c[nH]c(=O)o1,NC(=O)c1c[nH]c(=O)o1
29396,CC1=CNC(OC=N)=C1,(4-methyl-1H-pyrrol-2-yl)methanimidate,CC=1C=C(NC1)C([O-])=N,Cc1c[nH]c(OC=N)c1,Cc1c[nH]c(C(N)=O)c1
29397,CC1=CNC(OC=N)=N1,(4-methyl-1H-imidazol-2-yl)methanimidate,CC=1N=C(NC1)C([O-])=N,Cc1c[nH]c(OC=N)n1,Cc1c[nH]c(C(N)=O)n1
29398,CC1=CNC(OC=O)=C1,(4-methyl-1H-pyrrol-2-yl)formate,CC=1C=C(NC1)C(=O)[O-],Cc1c[nH]c(OC=O)c1,Cc1c[nH]c(C(=O)O)c1
29399,CC1=CNC(OC=O)=N1,(4-methyl-1H-imidazol-2-yl)formate,CC=1N=C(NC1)C(=O)[O-],Cc1c[nH]c(OC=O)n1,Cc1c[nH]c(C(=O)O)n1
29406,CC1=COC(OC=N)=C1,(4-methylfuran-2-yl)methanimidate,CC=1C=C(OC1)C([O-])=N,Cc1coc(OC=N)c1,Cc1coc(C(N)=O)c1
29407,CC1=COC(OC=N)=N1,"(4-methyl-1,3-oxazol-2-yl)methanimidate",CC=1N=C(OC1)C([O-])=N,Cc1coc(OC=N)n1,Cc1coc(C(N)=O)n1
29408,CC1=COC(OC=O)=C1,(4-methylfuran-2-yl)formate,CC=1C=C(OC1)C(=O)[O-],Cc1coc(OC=O)c1,Cc1coc(C(=O)O)c1
29409,CC1=COC(OC=O)=N1,"(4-methyl-1,3-oxazol-2-yl)formate",CC=1N=C(OC1)C(=O)[O-],Cc1coc(OC=O)n1,Cc1coc(C(=O)O)n1
29414,NC1=CNC(OC=N)=C1,(4-amino-1H-pyrrol-2-yl)methanimidate,NC=1C=C(NC1)C([O-])=N,N=COc1cc(N)c[nH]1,NC(=O)c1cc(N)c[nH]1
29415,NC1=CNC(OC=N)=N1,(4-amino-1H-imidazol-2-yl)methanimidate,NC=1N=C(NC1)C([O-])=N,N=COc1nc(N)c[nH]1,NC(=O)c1nc(N)c[nH]1
29416,NC1=CNC(OC=O)=C1,(4-amino-1H-pyrrol-2-yl)formate,NC=1C=C(NC1)C(=O)[O-],Nc1c[nH]c(OC=O)c1,Nc1c[nH]c(C(=O)O)c1
29417,NC1=CNC(OC=O)=N1,(4-amino-1H-imidazol-2-yl)formate,NC=1N=C(NC1)C(=O)[O-],Nc1c[nH]c(OC=O)n1,Nc1c[nH]c(C(=O)O)n1
29424,NC1=COC(OC=N)=C1,(4-aminofuran-2-yl)methanimidate,NC=1C=C(OC1)C([O-])=N,N=COc1cc(N)co1,NC(=O)c1cc(N)co1
29425,NC1=COC(OC=N)=N1,"(4-amino-1,3-oxazol-2-yl)methanimidate",NC=1N=C(OC1)C([O-])=N,N=COc1nc(N)co1,NC(=O)c1nc(N)co1
29426,NC1=COC(OC=O)=C1,(4-aminofuran-2-yl)formate,NC=1C=C(OC1)C(=O)[O-],Nc1coc(OC=O)c1,Nc1coc(C(=O)O)c1
29427,NC1=COC(OC=O)=N1,"(4-amino-1,3-oxazol-2-yl)formate",NC=1N=C(OC1)C(=O)[O-],Nc1coc(OC=O)n1,Nc1coc(C(=O)O)n1
29433,OC1=CNC(OC=N)=C1,(4-hydroxy-1H-pyrrol-2-yl)methanimidate,OC=1C=C(NC1)C([O-])=N,N=COc1cc(O)c[nH]1,NC(=O)c1cc(O)c[nH]1
29434,OC1=CNC(OC=N)=N1,(4-hydroxy-1H-imidazol-2-yl)methanimidate,OC=1N=C(NC1)C([O-])=N,N=COc1nc(O)c[nH]1,NC(=O)c1nc(O)c[nH]1
29435,OC1=CNC(OC=O)=C1,(4-hydroxy-1H-pyrrol-2-yl)formate,OC=1C=C(NC1)C(=O)[O-],O=COc1cc(O)c[nH]1,O=C(O)c1cc(O)c[nH]1
29436,OC1=CNC(OC=O)=N1,(4-hydroxy-1H-imidazol-2-yl)formate,OC=1N=C(NC1)C(=O)[O-],O=COc1nc(O)c[nH]1,O=C(O)c1nc(O)c[nH]1
29441,OC1=COC(OC=N)=N1,"(4-hydroxy-1,3-oxazol-2-yl)methanimidate",OC=1N=C(OC1)C([O-])=N,N=COc1nc(O)co1,NC(=O)c1nc(O)co1
29442,OC1=COC(OC=O)=N1,"(4-hydroxy-1,3-oxazol-2-yl)formate",OC=1N=C(OC1)C(=O)[O-],O=COc1nc(O)co1,O=C(O)c1nc(O)co1
29600,CC1=CNC=C1OC=N,(4-methyl-1H-pyrrol-3-yl)methanimidate,CC=1C(=CNC1)C([O-])=N,Cc1c[nH]cc1OC=N,Cc1c[nH]cc1C(N)=O
29601,CC1=CNC=C1OC=O,(4-methyl-1H-pyrrol-3-yl)formate,CC=1C(=CNC1)C(=O)[O-],Cc1c[nH]cc1OC=O,Cc1c[nH]cc1C(=O)O
29605,CC1=COC=C1OC=N,(4-methylfuran-3-yl)methanimidate,CC=1C(=COC1)C([O-])=N,Cc1cocc1OC=N,Cc1cocc1C(N)=O
29606,CC1=COC=C1OC=O,(4-methylfuran-3-yl)formate,CC=1C(=COC1)C(=O)[O-],Cc1cocc1OC=O,Cc1cocc1C(=O)O
29609,NC1=CNC=C1OC=N,(4-amino-1H-pyrrol-3-yl)methanimidate,NC=1C(=CNC1)C([O-])=N,N=COc1c[nH]cc1N,NC(=O)c1c[nH]cc1N
29610,NC1=CNC=C1OC=O,(4-amino-1H-pyrrol-3-yl)formate,NC=1C(=CNC1)C(=O)[O-],Nc1c[nH]cc1OC=O,Nc1c[nH]cc1C(=O)O
29614,NC1=COC=C1OC=N,(4-aminofuran-3-yl)methanimidate,NC=1C(=COC1)C([O-])=N,N=COc1cocc1N,NC(=O)c1cocc1N
29615,NC1=COC=C1OC=O,(4-aminofuran-3-yl)formate,NC=1C(=COC1)C(=O)[O-],Nc1cocc1OC=O,Nc1cocc1C(=O)O
29619,OC1=CNC=C1OC=N,(4-hydroxy-1H-pyrrol-3-yl)methanimidate,OC=1C(=CNC1)C([O-])=N,N=COc1c[nH]cc1O,NC(=O)c1c[nH]cc1O
29620,OC1=CNC=C1OC=O,(4-hydroxy-1H-pyrrol-3-yl)formate,OC=1C(=CNC1)C(=O)[O-],O=COc1c[nH]cc1O,O=C(O)c1c[nH]cc1O
29621,OC1=COC=C1OC=N,(4-hydroxyfuran-3-yl)methanimidate,OC=1C(=COC1)C([O-])=N,N=COc1cocc1O,NC(=O)c1cocc1O
29622,OC1=COC=C1OC=O,(4-hydroxyfuran-3-yl)formate,OC=1C(=COC1)C(=O)[O-],O=COc1cocc1O,O=C(O)c1cocc1O
29968,CN1C=CC(OC=N)=C1,(1-methylpyrrol-3-yl)methanimidate,CN1C=C(C=C1)C([O-])=N,Cn1ccc(OC=N)c1,Cn1ccc(C(N)=O)c1
29969,CN1C=CC(OC=O)=C1,(1-methylpyrrol-3-yl)formate,CN1C=C(C=C1)C(=O)[O-],Cn1ccc(OC=O)c1,Cn1ccc(C(=O)O)c1
29973,CN1C=NC(OC=N)=C1,(1-methylimidazol-4-yl)methanimidate,CN1C=NC(=C1)C([O-])=N,Cn1cnc(OC=N)c1,Cn1cnc(C(N)=O)c1
29974,CN1C=NC(OC=O)=C1,(1-methylimidazol-4-yl)formate,CN1C=NC(=C1)C(=O)[O-],Cn1cnc(OC=O)c1,Cn1cnc(C(=O)O)c1
30073,CN1C=CC=C1OC=N,(1-methylpyrrol-2-yl)methanimidate,CN1C(=CC=C1)C([O-])=N,Cn1cccc1OC=N,Cn1cccc1C(N)=O
30074,CN1C=CC=C1OC=O,(1-methylpyrrol-2-yl)formate,CN1C(=CC=C1)C(=O)[O-],Cn1cccc1OC=O,Cn1cccc1C(=O)O
30077,CN1C=CN=C1OC=N,(1-methylimidazol-2-yl)methanimidate,CN1C(=NC=C1)C([O-])=N,Cn1ccnc1OC=N,Cn1ccnc1C(N)=O
30078,CN1C=CN=C1OC=O,(1-methylimidazol-2-yl)formate,CN1C(=NC=C1)C(=O)[O-],Cn1ccnc1OC=O,Cn1ccnc1C(=O)O
30081,CN1C=NC=C1OC=N,(3-methylimidazol-4-yl)methanimidate,CN1C=NC=C1C([O-])=N,Cn1cncc1OC=N,Cn1cncc1C(N)=O
30082,CN1C=NC=C1OC=O,(3-methylimidazol-4-yl)formate,CN1C=NC=C1C(=O)[O-],Cn1cncc1OC=O,Cn1cncc1C(=O)O
30607,COC(=O)C1=NC=CN1,methyl1H-imidazole-2-carboxylate,CN1C(=NC=C1)C(=O)[O-],COC(=O)c1ncc[nH]1,Cn1ccnc1C(=O)O
33414,N#CC(C1CN1)N1CC1,"2,2-bis(aziridin-1-yl)acetonitrile",N1(CC1)C(C#N)N1CC1,N#CC(C1CN1)N1CC1,N#CC(N1CC1)N1CC1
33583,C#CC12C3C1C1C3CC21,"1-ethynyltetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4C2C4C31,C#CC12C3CC4C3C1C42,C#CC12C3CC4C(C41)C32
33584,C#CC12C3C1C1C3CN21,"4-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12CC3N4C3C2C14,C#CC12C3C4CN1C4C32,C#CC12CC3C4C1C2N34
33585,C#CC12C3C1C1C3OC21,"1-ethynyl-3-oxatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3OC4C2C4C31,C#CC12C3OC4C3C1C42,C#CC12C3OC4C(C41)C32
33586,C#CC12C3C1N1C3CC21,"5-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4N2C4C13,C#CC12C3C4CC1N4C32,C#CC12C3CC4C(C31)N42
33587,C#CC12C3C1N1CC2C31,"2-ethynyl-5-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3C2C2N3C2C1,C#CC12C3CN4C3C1C42,C#CC12CC3C4C1C2N34
33588,C#CC12C3C4C(CC14)N23,"2-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2C1,C#CC12C3CC4C3C1N42,C#CC12CC3C4C3N1C42
33589,C#CC12C3C4CC1C4N23,"2-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2C1,C#CC12C3CC4C3N1C42,C#CC12CC3C4C3N1C42
33590,C#CC12C3C4NC1C4N23,"2-ethynyl-1,5-diazatetracyclo[4.2.0.02,8.03,7]octane",C(#C)C12N3C2C2C3NCC12,C#CC12C3NC4C3N1C42,C#CC12C3CNC4C3C1N42
33591,C#CC12C3C4OC1C4N23,"2-ethynyl-5-oxa-1-azatetracyclo[4.2.0.02,8.03,7]octane",C(#C)C12N3C2C2C3OCC12,C#CC12C3OC4C3N1C42,C#CC12C3COC4C3C1N42
33592,N#CC12C3C1C1C3CC21,"tetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3CC4C2C4C31)C#N,N#CC12C3CC4C3C1C42,N#CC12C3CC4C(C41)C32
33593,N#CC12C3C1C1C3CN21,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-2-carbonitrile",N12C3(CC4C2C4C31)C#N,N#CC12C3C4CN1C4C32,N#CC12CC3C4C3N1C42
33594,N#CC12C3C1C1C3NC21,"3-azatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3NC4C2C4C31)C#N,N#CC12C3NC4C3C1C42,N#CC12C3NC4C(C41)C32
33595,N#CC12C3C1C1C3OC21,"3-oxatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3OC4C2C4C31)C#N,N#CC12C3OC4C3C1C42,N#CC12C3OC4C(C41)C32
33596,N#CC12C3C1N1C3CC21,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-5-carbonitrile",N12C3CC4C2(C4C31)C#N,N#CC12C3C4CC1N4C32,N#CC12C3CC4C(C31)N42
33597,N#CC12C3C1N1CC2C31,"2-azatetracyclo[3.2.0.02,7.04,6]heptane-5-carbonitrile",C12N3CC4C2(C4C31)C#N,N#CC12C3CN4C3C1C42,N#CC12C3CN4C(C31)C42
33598,N#CC12C3C4C(CC14)N23,"2-azatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(N3CC4C2C4C31)C#N,N#CC12C3CC4C3C1N42,N#CC12C3C4CN1C2C43
33599,N#CC12C3C4CC1C4N23,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-5-carbonitrile",N12C3CC4C2(C4C31)C#N,N#CC12C3CC4C3N1C42,N#CC12C3CC4C(C31)N42
33600,N#CC12C3C4NC1C4N23,"1,5-diazatetracyclo[4.2.0.02,8.04,7]octane-2-carbonitrile",N12C3(CC4NC2C4C31)C#N,N#CC12C3NC4C3N1C42,N#CC12CC3NC4C3C1N42
33601,N#CC12C3C4OC1C4N23,"7-oxa-2-azatetracyclo[4.2.0.02,4.03,8]octane-3-carbonitrile",C12N3C4(C3CC2OC41)C#N,N#CC12C3OC4C3N1C42,N#CC12C3OC4CC1N2C43
33602,C#CC12C3C1C1CC3C21,"1-ethynyltetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4C2C4C31,C#CC12C3C4CC3C1C42,C#CC12C3CC4C(C41)C32
33603,C#CC12C3C1C1CC3N21,"2-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2C1,C#CC12C3C4CC(C31)N42,C#CC12CC3C4C3N1C42
33604,C#CC12C3C1C1OC3C21,"1-ethynyl-3-oxatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3OC4C2C4C31,C#CC12C3C4OC3C1C42,C#CC12C3OC4C(C41)C32
33605,C#CC12C3C1N1CC3C21,"4-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12CC3N4C3C2C14,C#CC12C3C4CN(C41)C32,C#CC12CC3C4C1C2N34
33606,C#CC12C3C4CC(C14)N23,"2-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2C1,C#CC12C3C4CC3N1C42,C#CC12CC3C4C3N1C42
33607,N#CC12C3C1C1CC3C21,"tetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3CC4C2C4C31)C#N,N#CC12C3C4CC3C1C42,N#CC12C3CC4C(C41)C32
33608,N#CC12C3C1C1CC3N21,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-7-carbonitrile",N12C3CC4C2C4C31C#N,N#CC12C3C4CC(C31)N42,N#CC12C3C4CC1N2C43
33609,N#CC12C3C1C1OC3C21,"3-oxatetracyclo[3.2.0.02,7.04,6]heptane-6-carbonitrile",C12C3OC4C2C4(C31)C#N,N#CC12C3C4OC3C1C42,N#CC12C3OC4C(C41)C32
33610,N#CC12C3C1N1CC3C21,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-4-carbonitrile",N12C3CC4(C2C4C31)C#N,N#CC12C3C4CN(C41)C32,N#CC12CC3C4C1C2N34
33611,N#CC12C3C4CC(C14)N23,"2-azatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(N3CC4C2C4C31)C#N,N#CC12C3C4CC3N1C42,N#CC12C3C4CN1C2C43
33612,C#CC12C3C4C1CC2N34,"5-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4N2C4C13,C#CC12C3CC1N1C3C12,C#CC12C3CC4C(C31)N42
33613,C#CC12C3C4C3C1CC24,"1-ethynyltetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4C2C4C31,C#CC12C3CC1C1C3C12,C#CC12C3CC4C(C41)C32
33614,C#CC12C3C4C3C1OC24,"1-ethynyl-3-oxatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3OC4C2C4C31,C#CC12C3OC1C1C3C12,C#CC12C3OC4C(C41)C32
33615,C#CC12C3C4C3N1CC24,"5-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12C3CC4N2C4C13,C#CC12C3CN1C1C3C12,C#CC12C3CC4C(C31)N42
33616,C#CC12C3CC1C1C3N21,"2-ethynyl-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2C1,C#CC12C3CC1C1C3N12,C#CC12CC3C4C3N1C42
33617,C#CC12C3NC1C1C3N21,"1-ethynyl-2,7-diazatetracyclo[3.2.0.02,8.03,6]heptane",,C#CC12C3NC1C1C3N12,
33618,C#CC12C3OC1C1C3N21,"2-ethynyl-3-oxa-1-azatetracyclo[3.2.0.02,7.04,6]heptane",C(#C)C12N3C2C2C3C2O1,C#CC12C3OC1C1C3N12,C#CC12OC3C4C3N1C42
33619,N#CC12C3C4C1CC2N34,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-5-carbonitrile",N12C3CC4C2(C4C31)C#N,N#CC12C3CC1N1C3C12,N#CC12C3CC4C(C31)N42
33620,N#CC12C3C4C3C1CC24,"tetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3CC4C2C4C31)C#N,N#CC12C3CC1C1C3C12,N#CC12C3CC4C(C41)C32
33621,N#CC12C3C4C3C1NC24,"3-azatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3NC4C2C4C31)C#N,N#CC12C3NC1C1C3C12,N#CC12C3NC4C(C41)C32
33622,N#CC12C3C4C3C1OC24,"3-oxatetracyclo[3.2.0.02,7.04,6]heptane-1-carbonitrile",C12(C3OC4C2C4C31)C#N,N#CC12C3OC1C1C3C12,N#CC12C3OC4C(C41)C32
33623,N#CC12C3C4C3N1CC24,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-2-carbonitrile",N12C3(CC4C2C4C31)C#N,N#CC12C3CN1C1C3C12,N#CC12CC3C4C3N1C42
33624,N#CC12C3CC1C1C3N21,"1-azatetracyclo[3.2.0.02,7.04,6]heptane-2-carbonitrile",N12C3(CC4C2C4C31)C#N,N#CC12C3CC1C1C3N12,N#CC12CC3C4C3N1C42
33625,N#CC12C3NC1C1C3N21,"1,4-diazatetracyclo[3.2.0.02,7.03,6]heptane-2-carbonitrile",N12C3(C4NC2C4C31)C#N,N#CC12C3NC1C1C3N12,N#CC12C3NC4C3C1N42
33626,N#CC12C3OC1C1C3N21,"7-oxa-2-azatetracyclo[4.2.0.02,4.03,8]octane-1-carbonitrile",C12(N3C4C3CC2OC41)C#N,N#CC12C3OC1C1C3N12,N#CC12C3CC4C(C1O3)N42
33630,C#CC12C3CN=C1NC23,"1-ethynyl-3,6-diazatricyclo[3.2.0.02,7]hept-4-ene",C(#C)C12C3NC=C2NC31,C#CC12C3=NC1C2CN3,C#CC12C3=CNC1C2N3
33635,N#CC12C3CN=C1NC23,"2,4-diazatricyclo[3.2.0.03,6]hept-3-ene-6-carbonitrile",C12NC3=NC2C3(C1)C#N,N#CC12C3=NC1C2CN3,N#CC12CC3N=C1NC32
33636,N#CC12C3CN=C1OC23,"6-oxa-3-azatricyclo[3.2.0.02,7]hept-4-ene-1-carbonitrile",C12(C3NC=C2OC31)C#N,N#CC12C3=NCC1C2O3,N#CC12C3=CNC1C2O3
33645,N#CC12C3CN1C=NC23,"4,6-diazatricyclo[3.2.0.02,7]hept-3-ene-1-carbonitrile",C12(C3C=NC2NC31)C#N,N#CC12C3CN1C=NC32,N#CC12C3N=CC1C2N3
